address,module,current_name,namespace,candidate_kind,target,suggested_body,provenance,review_status,promoted_source,notes
0x003F6EC8,static.crs,thunk_FUN_00250bb0,Global,DIRECT_ARM_BRANCH_THUNK,0x00250BB0,tail-call 0x00250BB0,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00410E84,static.crs,~BaseModel,poke_3d::model::BaseModel,DIRECT_ARM_BRANCH_THUNK,0x00418798,tail-call 0x00418798,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00524EE4,static.crs,thunk_FUN_00278528,Global,DIRECT_ARM_BRANCH_THUNK,0x00278528,tail-call 0x00278528,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00524EE8,static.crs,FUN_00524ee8,Global,DIRECT_ARM_BRANCH_THUNK,0x00278830,tail-call 0x00278830,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00524F80,static.crs,thunk_FUN_00278ff0,Global,DIRECT_ARM_BRANCH_THUNK,0x00278FF0,tail-call 0x00278FF0,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00525160,static.crs,GetSystemTick,nn::svc,DIRECT_ARM_BRANCH_THUNK,0x0010EF90,tail-call 0x0010EF90,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x005251B4,static.crs,nndbgPanic,Global,DIRECT_ARM_BRANCH_THUNK,0x0010820C,tail-call 0x0010820C,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00108F1C,static.crs,FUN_00108f1c,Global,EMPTY_ARM_FUNCTION,,{},UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x001D1D04,static.crs,FUN_001d1d04,Global,EMPTY_ARM_FUNCTION,,{},UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x001E3C44,static.crs,FUN_001e3c44,Global,EMPTY_ARM_FUNCTION,,{},UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x001EED14,static.crs,FUN_001eed14,Global,EMPTY_ARM_FUNCTION,,{},UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x001EED3C,static.crs,FUN_001eed3c,Global,EMPTY_ARM_FUNCTION,,{},UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x001FCC90,static.crs,FUN_001fcc90,Global,EMPTY_ARM_FUNCTION,,{},UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00210D8C,static.crs,FUN_00210d8c,Global,EMPTY_ARM_FUNCTION,,{},UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x002172E0,static.crs,FUN_002172e0,Global,EMPTY_ARM_FUNCTION,,{},UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0021F65C,static.crs,FUN_0021f65c,Global,EMPTY_ARM_FUNCTION,,{},UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00220480,static.crs,FUN_00220480,Global,EMPTY_ARM_FUNCTION,,{},UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00263A34,static.crs,FUN_00263a34,Global,DIRECT_ARM_BRANCH_THUNK,0x002628B8,tail-call 0x002628B8,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x002E76B8,static.crs,FUN_002e76b8,Global,EMPTY_ARM_FUNCTION,,{},UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x003007B4,static.crs,FUN_003007b4,Global,EMPTY_ARM_FUNCTION,,{},UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0031F638,static.crs,FUN_0031f638,Global,EMPTY_ARM_FUNCTION,,{},UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0031F63C,static.crs,FUN_0031f63c,Global,EMPTY_ARM_FUNCTION,,{},UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0031F640,static.crs,FUN_0031f640,Global,EMPTY_ARM_FUNCTION,,{},UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0031F644,static.crs,FUN_0031f644,Global,EMPTY_ARM_FUNCTION,,{},UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00341B8C,static.crs,FUN_00341b8c,Global,EMPTY_ARM_FUNCTION,,{},UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x0035A1B4,static.crs,FUN_0035a1b4,Global,EMPTY_ARM_FUNCTION,,{},UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00361CCC,static.crs,FUN_00361ccc,Global,EMPTY_ARM_FUNCTION,,{},UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x003E3E04,static.crs,FUN_003e3e04,Global,EMPTY_ARM_FUNCTION,,{},UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x005896D8,static.crs,FUN_005896d8,Global,EMPTY_ARM_FUNCTION,,{},UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
0x00525150,static.crs,FUN_00525150,Global,DIRECT_ARM_BRANCH_THUNK,0x001082C8,tail-call 0x001082C8,UNKNOWN,NEEDS_PROTOTYPE_AND_ARM_REVIEW,,Staged from exact machine-code pattern; not accepted source and not an ASM_MATCH claim.
